name,hp,attack,defense,sp_attack,sp_defense,speed,generation,rarity,is_legendary,set_name,price_usd,type
Nuzleaf,126,74,91,66,71,52,5,Rare Holo,False,Furious Fists,4.94,Dark
Totodile,125,57,64,67,59,69,8,Rare,False,Obsidian Flames,1.84,Water
Ditto,39,38,49,64,34,38,3,Common,False,Sandstorm,0.24,Normal
Magnemite,30,56,42,70,44,62,2,Common,False,Neo Revelation,0.6,Steel
Aron,59,51,45,80,40,68,4,Uncommon,False,Majestic Dawn,0.39,Steel
Skuntank,63,31,59,63,52,58,1,Uncommon,False,Team Rocket,1.15,Poison
Finneon,119,89,47,93,56,76,3,Rare Holo,False,Team Magma vs Team Aqua,5.34,Water
Wailord,66,28,47,56,33,55,2,Common,False,Neo Revelation,0.41,Water
Slakoth,66,74,50,41,56,59,8,Uncommon,False,151,0.62,Normal
Articuno,111,61,65,40,68,73,1,Rare Holo,False,Neo Genesis,9.52,Flying
Kyogre,77,61,59,60,51,71,6,Uncommon,False,Guardians Rising,0.78,Water
Munna,58,42,22,70,77,71,2,Uncommon,False,Legendary Collection,1.38,Psychic
Venomoth,41,37,54,50,42,44,4,Common,True,Great Encounters,1.12,Bug
Lapras,89,55,41,63,48,71,7,Uncommon,False,Rebel Clash,0.46,Water
Dugtrio,56,48,48,34,33,45,1,Common,False,Gym Heroes,0.12,Ground
Ninetales,162,106,110,61,99,80,7,Rare Holo EX,True,Battle Styles,31.94,Fire
Empoleon GX,95,55,63,64,61,78,4,Rare,True,Great Encounters,2.86,Water
Raticate,103,76,70,76,58,76,9,Rare Holo,False,Shrouded Fable,8.05,Normal
Floatzel,59,39,38,58,41,39,7,Common,False,Vivid Voltage,0.16,Water
Honedge,191,107,110,151,99,125,1,Rare Holo GX,True,Base Set,28.73,Steel
Croconaw,105,80,87,63,65,91,3,Rare,False,Dragon,2.79,Water
Jirachi,46,27,45,45,75,76,5,Uncommon,False,Roaring Skies,1.0,Psychic
Munna,100,56,75,73,108,100,5,Rare Holo,False,Primal Clash,2.36,Psychic
Arcanine,71,98,71,57,55,52,1,Rare,False,Gym Challenge,1.05,Fire
Drifloon,104,45,81,56,67,68,6,Rare,False,Sun & Moon,0.86,Ghost
Krokorok,50,54,42,52,44,37,1,Common,False,Team Rocket,0.07,Dark
Moltres,69,66,55,47,62,51,2,Uncommon,False,Aquapolis,0.51,Flying
Gigalith,108,80,80,99,46,68,6,Rare Holo,False,Guardians Rising,2.38,Rock
Hoothoot,89,42,49,70,61,69,5,Rare,False,Flashfire,1.91,Normal
Nincada,86,33,74,50,69,67,5,Rare,False,Phantom Forces,1.72,Bug
Machop,44,34,67,44,33,61,2,Common,False,Neo Revelation,0.61,Fighting
Yveltal EX,100,59,67,65,50,64,4,Uncommon,True,Secret Wonders,0.55,Dark
Lickitung,72,43,47,53,61,50,2,Common,False,Aquapolis,0.25,Normal
Treecko EX,32,28,47,43,57,32,4,Common,True,Great Encounters,0.37,Grass
Snivy,71,55,71,53,83,83,2,Rare,False,Skyridge,0.65,Grass
Plusle,77,50,36,54,46,70,1,Uncommon,False,Team Rocket,0.54,Electric
Lugia,65,57,77,55,62,58,1,Rare,False,Team Rocket,2.25,Flying
Claydol,42,42,60,38,37,52,4,Common,False,Diamond & Pearl,0.4,Ground
Garchomp,68,57,64,66,50,73,3,Uncommon,False,Dragon,0.3,Ground
Croconaw,82,74,82,75,77,84,4,Rare Holo,False,Majestic Dawn,8.27,Water
Toxicroak,38,29,53,55,43,46,3,Common,False,Team Magma vs Team Aqua,0.25,Poison
Wartortle,52,44,57,55,48,64,7,Uncommon,False,Chilling Reign,0.41,Water
Crawdaunt,39,55,52,43,53,40,3,Common,False,Sandstorm,0.17,Dark
Honedge,52,51,26,42,36,66,3,Common,False,EX FireRed & LeafGreen,0.16,Steel
Vileplume,45,47,45,36,49,57,2,Common,True,Skyridge,0.6,Grass
Dhelmise,60,33,38,34,55,45,5,Common,False,Flashfire,0.29,Ghost
Vileplume,99,55,72,57,65,76,6,Rare,True,Ultra Prism,5.05,Poison
Chimchar,88,96,46,51,76,70,3,Rare,False,Sandstorm,2.71,Fire
Spritzee,30,42,32,43,44,54,2,Common,False,Neo Revelation,0.34,Fairy
Deoxys,83,41,63,48,63,63,6,Uncommon,False,Ultra Prism,0.77,Psychic
Venonat,65,53,54,53,56,52,5,Uncommon,True,Roaring Skies,0.51,Bug
Nincada EX,52,48,58,44,46,33,8,Common,True,Paldean Fates,0.47,Bug
Lunatone,84,53,26,65,87,78,4,Rare,False,Great Encounters,3.18,Psychic
Gyarados EX,88,74,73,86,63,86,4,Rare Holo,True,Mysterious Treasures,14.12,Water
Mismagius,171,99,103,112,141,99,8,Rare Holo GX,True,Paradox Rift,28.79,Ghost
Reshiram,89,57,42,48,41,34,7,Uncommon,False,Sword & Shield,0.36,Fire
Hydreigon,39,56,73,48,56,49,5,Common,False,Furious Fists,0.09,Dark
Munna,79,45,41,57,81,85,3,Uncommon,False,Team Magma vs Team Aqua,0.49,Psychic
Graveler,49,51,64,41,34,31,5,Common,False,Phantom Forces,0.43,Ground
Bronzor,45,54,28,83,33,56,8,Common,False,Obsidian Flames,0.31,Steel
Meltan,67,61,58,73,57,69,6,Uncommon,False,Burning Shadows,0.89,Steel
Tangela GX,205,98,110,106,154,113,3,Rare Ultra,True,EX Emerald,100.1,Grass
Lucario,86,38,90,66,33,47,6,Uncommon,False,Crimson Invasion,1.16,Fighting
Crawdaunt,145,82,135,99,101,96,8,Rare Holo EX,False,Paldea Evolved,64.42,Dark
Snubbull,59,46,54,38,47,56,2,Common,False,Neo Destiny,0.18,Fairy
Snover,54,30,42,47,38,47,8,Common,False,Paradox Rift,0.1,Ice
Geodude,84,50,76,57,45,53,3,Uncommon,False,Sandstorm,0.54,Ground
Marshtomp EX,90,49,66,75,38,65,7,Uncommon,True,Sword & Shield,1.98,Water
Lapras,40,49,44,61,25,62,2,Common,False,Legendary Collection,0.24,Water
Breloom,64,36,46,49,61,29,3,Common,False,Sandstorm,0.26,Grass
Magnemite EX,73,42,47,56,31,52,6,Common,True,Forbidden Light,0.9,Steel
Crawdaunt,95,70,83,62,68,77,6,Rare,False,Burning Shadows,2.95,Dark
Moltres,87,88,59,41,57,77,6,Rare,False,Forbidden Light,1.75,Fire
Mr. Mime,80,49,27,66,80,73,9,Uncommon,False,Temporal Forces,1.34,Psychic
Hypno,73,27,50,69,94,83,7,Uncommon,False,Chilling Reign,0.53,Psychic
Corsola,56,52,35,48,40,61,2,Common,False,Neo Revelation,0.21,Water
Mesprit,59,24,32,16,66,64,6,Common,False,Forbidden Light,0.15,Psychic
Pawniard,30,44,37,76,29,54,2,Common,False,Neo Destiny,0.27,Steel
Weepinbell GX,71,57,53,49,77,67,1,Uncommon,True,Base Set,0.6,Grass
Alakazam,54,39,35,48,57,48,1,Common,False,Gym Challenge,0.16,Psychic
Throh,48,49,65,64,33,58,2,Common,False,Neo Revelation,0.4,Fighting
Pansage,38,37,41,53,68,37,6,Common,False,Burning Shadows,0.17,Grass
Sableye EX,109,57,94,100,88,63,4,Rare Holo,True,Diamond & Pearl,13.67,Dark
Haxorus,74,68,64,70,82,63,5,Uncommon,False,Flashfire,0.31,Dragon
Palossand,32,37,30,47,65,39,5,Common,False,Primal Clash,0.39,Ghost
Rapidash,99,85,45,50,65,70,7,Rare,False,Chilling Reign,1.36,Fire
Magmar,69,81,58,45,59,28,5,Uncommon,False,Phantom Forces,0.55,Fire
Lucario,64,51,61,70,34,40,3,Uncommon,False,EX Emerald,0.36,Fighting
Feraligatr,94,73,71,87,59,86,6,Rare,False,Crimson Invasion,1.52,Water
Beedrill,30,39,44,36,42,44,4,Common,False,Great Encounters,0.19,Bug
Rhyhorn EX,73,57,57,57,45,50,3,Common,True,Ruby & Sapphire,0.33,Rock
Musharna,96,67,56,53,82,70,3,Rare,False,EX Emerald,2.11,Psychic
Lairon,38,66,47,81,47,75,8,Uncommon,False,Scarlet & Violet,0.27,Steel
Dodrio,61,30,41,27,51,14,6,Common,False,Forbidden Light,0.2,Flying
Wigglytuff,42,39,42,33,35,42,4,Common,False,Great Encounters,0.15,Normal
Mienfoo,100,59,108,81,65,90,2,Rare Holo,False,Legendary Collection,11.13,Fighting
Torracat,56,66,49,38,45,56,9,Common,False,Shrouded Fable,0.33,Fire
Magcargo,45,56,26,43,39,45,5,Common,False,Ancient Origins,0.15,Fire
Volbeat,45,51,28,37,26,46,6,Common,True,Guardians Rising,0.71,Bug
Arcanine,70,44,49,47,34,47,7,Common,False,Sword & Shield,0.09,Fire
Mismagius,66,43,53,50,84,84,5,Uncommon,False,XY Base,0.67,Ghost
Palkia V,77,66,78,84,87,76,7,Rare Holo,True,Darkness Ablaze,13.43,Water
Cacturne,63,41,46,34,49,55,7,Common,False,Chilling Reign,0.4,Dark
Heracross,37,45,61,74,34,47,6,Common,False,Ultra Prism,0.23,Fighting
Flareon EX,93,76,50,51,51,59,1,Rare,True,Neo Genesis,2.39,Fire
Yamask,76,39,48,42,60,61,7,Uncommon,False,Darkness Ablaze,0.68,Ghost
Caterpie,40,46,51,37,53,32,3,Common,False,EX FireRed & LeafGreen,0.18,Bug
Vileplume,46,40,45,58,56,66,8,Common,True,Scarlet & Violet,0.29,Poison
Delibird,205,86,96,95,112,94,3,Rare Ultra,True,Sandstorm,67.87,Flying
Toxicroak,80,47,59,31,63,51,8,Uncommon,False,151,0.82,Poison
Baltoy,62,56,69,54,38,56,6,Uncommon,False,Crimson Invasion,0.28,Ground
Vanillish,32,41,61,54,55,51,5,Uncommon,True,Roaring Skies,1.68,Ice
Dustox,73,38,64,57,48,56,7,Uncommon,False,Chilling Reign,0.52,Bug
Ralts,107,68,46,79,85,100,3,Rare Holo,False,EX Emerald,16.89,Fairy
Carbink,44,39,51,61,60,53,3,Common,False,Dragon,0.39,Fairy
Hakamo-o,82,78,81,63,100,62,3,Rare,False,Dragon,1.28,Dragon
Golbat,97,68,76,56,69,65,1,Rare Holo,False,Team Rocket,4.21,Flying
Rapidash,40,64,50,16,38,27,7,Common,False,Battle Styles,0.63,Fire
Milotic,168,105,92,115,66,99,3,Rare Holo GX,True,Ruby & Sapphire,65.9,Water
Sealeo,57,52,46,51,49,74,6,Common,False,Ultra Prism,0.18,Water
Growlithe,65,72,47,45,46,66,5,Uncommon,False,Flashfire,0.4,Fire
Blitzle,172,65,116,66,93,72,1,Rare Holo EX,True,Jungle,70.53,Electric
Registeel,67,64,49,69,57,79,7,Uncommon,False,Sword & Shield,0.72,Steel
Rattata,88,37,67,40,55,64,2,Uncommon,False,Skyridge,0.41,Normal
Pancham,77,63,86,59,39,56,4,Uncommon,False,Mysterious Treasures,0.73,Fighting
Gurdurr EX,227,107,183,149,105,120,6,Secret Rare,True,Crimson Invasion,264.26,Fighting
Victini,53,24,38,33,83,54,2,Common,True,Legendary Collection,0.57,Psychic
Avalugg,30,49,38,52,68,44,1,Common,False,Fossil,0.65,Ice
Farfetchd,48,37,53,51,38,54,8,Common,False,Paradox Rift,0.23,Normal
Bastiodon,55,51,68,57,21,39,1,Common,False,Jungle,0.18,Rock
Graveler,104,70,75,99,49,88,9,Rare Holo,False,Temporal Forces,3.38,Rock
Qwilfish,76,45,42,67,40,64,7,Uncommon,False,Sword & Shield,0.55,Water
Poochyena,73,55,60,40,71,51,3,Uncommon,False,Team Magma vs Team Aqua,1.93,Dark
Mightyena,111,63,101,83,68,81,4,Rare Holo,False,Great Encounters,6.17,Dark
Swinub,105,66,66,88,75,52,8,Rare,False,151,2.05,Ice
Ralts,72,64,76,61,71,99,6,Rare,False,Burning Shadows,2.11,Fairy
Hydreigon,50,60,54,62,68,59,4,Uncommon,False,Majestic Dawn,0.81,Dark
Anorith,89,48,50,64,39,73,6,Rare,False,Burning Shadows,1.77,Bug
Nuzleaf,85,57,59,84,91,73,5,Rare,False,XY Base,2.83,Grass
Luxio V,71,45,51,31,44,50,8,Common,True,Paradox Rift,0.33,Electric
Jynx,44,10,24,43,36,46,1,Common,False,Jungle,0.28,Psychic
Finneon,97,80,77,96,44,110,5,Rare Holo,False,Phantom Forces,4.81,Water
Exeggcute,73,50,56,73,88,87,6,Rare Holo,False,Guardians Rising,4.38,Psychic
Wingull,102,79,64,104,56,84,6,Rare Holo,False,Sun & Moon,12.7,Water
Bulbasaur,63,52,54,54,71,72,5,Uncommon,False,XY Base,0.74,Grass
Incineroar,85,87,67,42,70,44,4,Rare,False,Diamond & Pearl,0.83,Fire
Raikou,59,39,74,34,52,39,1,Uncommon,False,Neo Genesis,0.55,Electric
Cherubi,69,42,44,41,51,44,3,Common,False,EX Emerald,0.21,Grass
Pupitar,39,40,36,67,45,63,5,Common,False,XY Base,0.32,Rock
Ralts,91,47,60,53,70,82,6,Uncommon,False,Sun & Moon,1.15,Fairy
Zekrom,34,52,53,50,66,73,1,Common,False,Gym Challenge,0.24,Dragon
Magnemite,84,91,64,108,81,117,5,Rare Holo,False,Flashfire,5.86,Steel
Raichu,84,65,72,46,72,51,6,Rare,False,Sun & Moon,1.31,Electric
Azelf,63,40,51,57,89,69,3,Uncommon,False,Dragon,0.54,Psychic
Porygon2,85,48,66,61,72,49,2,Uncommon,False,Expedition,0.22,Normal
Xatu,66,39,47,56,75,61,3,Uncommon,False,Team Magma vs Team Aqua,1.6,Psychic
Parasect,30,30,41,43,43,54,7,Common,False,Vivid Voltage,0.45,Bug
Hypno,54,40,39,64,76,72,5,Uncommon,False,Phantom Forces,0.32,Psychic
Tentacruel,30,58,57,50,48,41,4,Common,False,Diamond & Pearl,0.47,Water
Swinub,44,29,64,64,43,49,7,Common,False,Darkness Ablaze,0.1,Ground
Shellos,72,65,42,71,43,73,2,Uncommon,False,Skyridge,0.66,Water
Hariyama,49,40,70,42,54,63,6,Common,False,Ultra Prism,0.22,Fighting
Ponyta,89,79,53,50,73,38,1,Uncommon,False,Jungle,0.46,Fire
Scyther,192,72,127,120,105,132,1,Rare Ultra,True,Base Set 2,136.56,Bug
Suicune,214,117,126,151,96,142,1,Secret Rare,True,Jungle,787.15,Water
Arcanine V,88,85,69,44,55,56,2,Rare,True,Expedition,2.4,Fire
Lunatone,30,44,41,35,52,65,3,Common,False,EX FireRed & LeafGreen,0.42,Psychic
Pawniard,73,54,60,96,60,67,5,Uncommon,False,Roaring Skies,0.47,Steel
Swirlix,74,51,28,48,52,56,1,Common,False,Neo Genesis,0.12,Fairy
Drowzee,30,34,25,29,60,61,5,Common,False,Ancient Origins,0.37,Psychic
Crawdaunt,64,59,63,51,48,46,1,Uncommon,False,Team Rocket,0.86,Dark
Mew,59,10,20,41,57,49,4,Common,False,Diamond & Pearl,0.09,Psychic
Magmar,105,75,62,45,51,52,5,Rare,False,XY Base,2.97,Fire
Drowzee,34,45,38,48,69,52,3,Common,False,Ruby & Sapphire,0.11,Psychic
Charjabug,112,50,101,33,72,47,5,Rare,False,Roaring Skies,2.45,Electric
Zoroark,40,37,49,24,52,45,6,Common,False,Forbidden Light,0.1,Dark
Chimchar,95,85,52,46,54,68,9,Rare,False,Temporal Forces,2.45,Fire
Bisharp,51,43,52,52,49,50,3,Common,False,EX Emerald,0.17,Dark
Golett,125,57,79,68,75,84,4,Rare Holo,False,Majestic Dawn,3.24,Ghost
Feebas,30,53,70,70,42,60,7,Uncommon,False,Chilling Reign,0.89,Water
Poliwrath,58,47,40,54,49,85,3,Uncommon,False,Dragon,0.89,Water
Wailord,94,59,51,67,44,80,5,Rare,False,XY Base,1.41,Water
Shroomish,108,69,87,87,99,69,3,Rare Holo,False,Team Magma vs Team Aqua,3.22,Grass
Kyogre,59,37,49,62,30,61,4,Common,False,Majestic Dawn,0.13,Water
Pineco,70,41,52,38,35,35,2,Common,False,Expedition,0.24,Bug
Raticate,83,54,45,48,51,45,5,Uncommon,False,Ancient Origins,0.32,Normal
Squirtle,91,53,79,65,59,88,5,Rare,False,Ancient Origins,1.42,Water
Snivy,88,60,55,58,63,43,3,Uncommon,False,Dragon,1.1,Grass
Kyogre,52,59,64,68,50,62,5,Common,False,Furious Fists,0.33,Water
Chimecho,86,37,38,47,98,96,2,Rare,False,Neo Destiny,7.66,Psychic
Wigglytuff,198,86,94,113,120,156,4,Rare Ultra,True,Majestic Dawn,197.89,Fairy
Wingull,110,74,54,90,53,80,4,Rare,False,Majestic Dawn,0.67,Water
Zweilous,95,64,94,62,74,49,5,Rare,False,Furious Fists,1.4,Dark
Tepig,69,68,41,46,42,52,2,Uncommon,False,Aquapolis,0.19,Fire
Drifblim,71,50,44,52,76,52,4,Uncommon,False,Majestic Dawn,0.65,Ghost
Zorua,72,49,63,61,54,41,2,Common,False,Neo Revelation,0.14,Dark
Krokorok,30,49,49,48,44,51,4,Common,False,Secret Wonders,0.31,Dark
Eevee,87,73,61,58,64,50,6,Rare,False,Forbidden Light,3.83,Normal
Aggron,121,72,68,104,58,94,2,Rare Holo,False,Neo Destiny,3.41,Steel
Slurpuff,47,51,42,40,57,71,1,Common,False,Base Set,0.24,Fairy
Beautifly,80,65,74,76,56,75,5,Rare,False,Roaring Skies,1.09,Bug
Onix,83,48,59,68,20,55,6,Common,False,Crimson Invasion,0.17,Rock
Darmanitan,96,77,48,53,61,84,3,Rare,False,EX FireRed & LeafGreen,0.53,Fire
Meganium EX,66,38,30,41,64,30,5,Common,True,Ancient Origins,0.36,Grass
Graveler,52,48,59,61,40,26,7,Common,False,Battle Styles,0.18,Ground
Dodrio,59,46,60,69,60,84,6,Uncommon,False,Guardians Rising,0.5,Normal
Zapdos,78,42,50,25,45,18,5,Common,False,Flashfire,0.15,Flying
Gulpin,63,24,70,42,53,39,3,Common,False,Ruby & Sapphire,0.31,Poison
Feraligatr,32,41,41,33,41,40,6,Common,False,Ultra Prism,0.21,Water
Victini,67,74,40,23,62,35,2,Uncommon,True,Neo Revelation,0.79,Fire
Drifloon,72,27,62,42,71,56,6,Uncommon,False,Guardians Rising,0.17,Ghost
Pansage,104,50,55,50,84,43,8,Rare,False,151,1.26,Grass
Cleffa GX,78,84,47,71,91,90,8,Rare,True,Scarlet & Violet,3.06,Fairy
Persian,94,52,62,64,61,56,4,Uncommon,False,Majestic Dawn,0.53,Normal
Hitmonlee,87,77,98,83,54,50,4,Rare,False,Diamond & Pearl,2.13,Fighting
Meditite,130,34,58,58,82,89,2,Rare,False,Neo Revelation,1.14,Psychic
Igglybuff,58,52,39,59,52,73,3,Common,False,Team Magma vs Team Aqua,0.3,Fairy
Kakuna V,39,32,35,49,41,47,1,Common,True,Neo Genesis,0.47,Bug
Wailord,33,18,45,60,40,59,3,Common,False,Sandstorm,0.23,Water
Sunflora,30,23,38,48,63,59,4,Common,False,Majestic Dawn,0.19,Grass
Sudowoodo,71,68,93,81,37,58,2,Rare,False,Legendary Collection,1.25,Rock
Lampent,89,45,53,41,75,51,4,Uncommon,False,Majestic Dawn,0.36,Ghost
Dodrio,88,50,66,36,47,52,7,Uncommon,False,Darkness Ablaze,0.19,Flying
Anorith,43,15,38,35,26,28,3,Common,False,EX FireRed & LeafGreen,0.15,Bug
Cubone,216,126,146,134,111,103,1,Rare Ultra,True,Gym Challenge,108.18,Ground
Alolan Sandslash,132,60,78,92,92,94,3,Rare Holo,False,EX FireRed & LeafGreen,7.72,Ice
Wurmple,80,38,68,47,41,44,1,Uncommon,False,Base Set 2,0.7,Bug
Aerodactyl GX,46,45,51,32,43,39,3,Common,True,Dragon,0.3,Flying
Anorith,50,60,51,76,30,51,1,Common,False,Fossil,0.76,Rock
Zapdos,105,38,74,25,74,46,3,Rare,False,EX FireRed & LeafGreen,3.83,Electric
Aerodactyl,30,42,52,36,44,38,5,Common,False,XY Base,0.12,Flying
Klink,47,38,39,83,49,67,5,Common,False,Furious Fists,0.47,Steel
Dragonite,77,53,41,10,18,25,2,Common,False,Aquapolis,0.16,Flying
Flareon,83,76,47,47,59,37,3,Uncommon,False,Sandstorm,1.68,Fire
Koffing,78,51,80,84,97,76,1,Rare Holo,False,Neo Discovery,2.78,Poison
Heliolisk,30,25,52,51,31,36,1,Common,False,Neo Discovery,0.45,Electric
Lombre GX,33,52,66,49,35,57,2,Common,True,Skyridge,0.35,Water
Psyduck,74,46,64,80,62,78,8,Rare,False,151,1.58,Water
Zekrom,30,41,64,30,57,32,1,Common,False,Gym Challenge,0.49,Electric
Zweilous,80,68,64,68,61,62,5,Uncommon,False,Phantom Forces,1.35,Dark
Hitmontop,57,61,73,64,39,60,5,Uncommon,False,Phantom Forces,0.47,Fighting
Fennekin,64,110,62,49,93,67,8,Rare Holo,False,151,10.78,Fire
Tangela EX,79,56,57,50,52,52,6,Uncommon,True,Forbidden Light,1.27,Grass
Bellsprout EX,30,54,50,51,64,50,6,Common,True,Ultra Prism,0.91,Grass
Slowpoke,104,41,44,77,110,101,7,Rare Holo,False,Rebel Clash,10.2,Psychic
Empoleon,73,47,44,57,51,64,1,Uncommon,False,Base Set 2,0.57,Water
Meganium,75,54,74,54,62,56,2,Uncommon,False,Expedition,0.16,Grass
Exeggcute,118,67,72,74,81,78,2,Rare Holo,False,Aquapolis,1.32,Grass
Aipom EX,46,52,32,38,32,44,6,Common,True,Guardians Rising,1.13,Normal
Lombre,103,71,68,58,61,76,7,Rare,False,Battle Styles,2.43,Water
Gabite,179,123,122,124,89,85,3,Rare Holo GX,True,Sandstorm,22.31,Ground
Corviknight,97,81,69,109,50,83,3,Rare Holo,False,Dragon,6.22,Steel
Lotad,105,51,67,88,73,83,7,Rare Holo,False,Chilling Reign,4.73,Water
Kadabra,89,55,57,66,83,65,5,Rare,False,Roaring Skies,2.44,Psychic
Gardevoir,175,77,92,95,146,136,6,Rare Holo GX,True,Forbidden Light,38.02,Psychic
Bastiodon,77,36,56,64,44,37,7,Common,False,Chilling Reign,0.19,Rock
Torracat,32,85,46,34,50,42,2,Common,False,Legendary Collection,0.18,Fire
Walrein,56,47,55,49,53,43,8,Common,False,Paldean Fates,0.22,Water
Latios,96,47,66,80,105,115,1,Rare Holo,False,Fossil,5.08,Psychic
Sentret,40,37,41,45,49,36,3,Common,False,EX Emerald,0.12,Normal
Moltres,63,36,44,37,39,44,2,Common,False,Expedition,0.14,Flying
Toxicroak GX,79,43,93,73,59,59,9,Uncommon,True,Twilight Masquerade,1.06,Fighting
Buizel,49,39,55,59,49,65,1,Common,False,Gym Challenge,0.16,Water
Gourgeist,97,58,73,68,75,83,8,Rare,False,151,0.74,Ghost
Kyogre,67,54,55,62,38,61,2,Uncommon,False,Skyridge,0.83,Water
Roserade,41,41,33,47,46,55,4,Common,False,Majestic Dawn,0.58,Grass
Nidoran GX,84,42,64,70,56,71,1,Uncommon,True,Base Set,1.75,Poison
Vibrava,50,49,55,39,36,51,3,Common,True,Ruby & Sapphire,1.04,Ground
Bellsprout,56,34,61,40,50,26,6,Common,False,Sun & Moon,0.17,Grass
Froslass,89,63,81,89,64,59,9,Rare,False,Temporal Forces,1.39,Ice
Girafarig,92,80,70,60,57,80,7,Rare,False,Rebel Clash,1.93,Normal
Pidgeot,95,38,44,68,62,50,3,Uncommon,False,Ruby & Sapphire,0.44,Normal
Chimecho,97,48,50,82,102,85,2,Rare Holo,False,Neo Destiny,4.0,Psychic
Bulbasaur,72,43,53,73,85,51,2,Rare,False,Skyridge,1.79,Grass
Zubat,42,31,49,45,39,65,5,Common,False,Roaring Skies,0.24,Poison
Kricketot,48,39,59,33,40,53,3,Common,False,Sandstorm,0.14,Bug
Anorith,48,48,55,76,25,52,1,Common,False,Neo Discovery,0.29,Rock
Feraligatr,96,69,49,97,47,76,1,Rare,False,Fossil,3.79,Water
Ariados,53,35,42,48,40,42,8,Common,False,Paldean Fates,0.18,Bug
Poliwhirl,67,51,61,88,37,70,8,Uncommon,False,151,1.03,Water
Talonflame,44,47,53,25,44,31,2,Common,False,Legendary Collection,0.38,Fire
Sentret,44,30,35,50,35,61,1,Common,False,Gym Heroes,0.38,Normal
Crawdaunt,97,81,88,61,75,76,2,Rare,False,Neo Revelation,2.49,Dark
Togepi,82,31,48,70,61,71,5,Uncommon,False,Flashfire,0.7,Fairy
Wartortle,53,67,42,64,58,73,8,Uncommon,False,Obsidian Flames,0.51,Water
Kricketot,68,24,59,33,53,36,2,Common,False,Aquapolis,0.46,Bug
Zorua,58,35,42,56,56,31,8,Common,False,Paldea Evolved,0.42,Dark
Nidorino,58,54,44,32,42,39,6,Common,False,Burning Shadows,0.3,Poison
Diglett V,124,86,87,68,67,54,7,Rare,True,Sword & Shield,6.92,Ground
Houndour,56,39,44,42,18,34,3,Common,False,Dragon,0.25,Fire
Nidoqueen,87,57,71,34,85,79,6,Rare,False,Ultra Prism,1.15,Poison
Beldum,67,51,57,90,37,73,1,Uncommon,False,Neo Genesis,1.04,Steel
Rhyperior GX,88,74,90,88,41,100,4,Rare Holo,True,Diamond & Pearl,11.58,Rock
Mr. Mime,47,47,36,43,64,60,3,Uncommon,False,Sandstorm,1.09,Psychic
Pignite,88,94,69,43,83,45,8,Rare Holo,False,Paradox Rift,3.45,Fire
Elekid EX,60,48,66,39,49,52,7,Uncommon,True,Battle Styles,0.62,Electric
Throh,50,33,61,51,28,40,3,Common,False,Team Magma vs Team Aqua,0.41,Fighting
Incineroar,169,133,87,86,85,91,8,Rare Holo EX,True,Paradox Rift,50.85,Fire
Heracross,70,43,60,65,57,55,8,Uncommon,False,Paradox Rift,0.37,Bug
Monferno,96,69,48,46,45,60,2,Uncommon,False,Aquapolis,0.66,Fire
Bellossom,84,81,99,78,60,65,5,Rare Holo,False,Phantom Forces,3.72,Grass
Clefable,46,54,39,72,53,74,3,Uncommon,False,EX Emerald,0.54,Fairy
Krookodile,71,53,54,55,44,42,4,Uncommon,False,Diamond & Pearl,0.67,Dark
Druddigon,77,45,55,59,41,66,4,Common,False,Secret Wonders,0.48,Dragon
Kirlia,54,27,37,36,58,55,7,Common,False,Chilling Reign,0.31,Psychic
Riolu,46,64,78,62,47,39,6,Common,False,Ultra Prism,0.43,Fighting
Numel,191,114,144,128,81,129,2,Rare Ultra,True,Legendary Collection,180.74,Ground
Poliwhirl,74,65,52,66,58,66,4,Uncommon,False,Great Encounters,0.78,Water
Swellow,75,62,64,58,62,66,5,Rare,False,Ancient Origins,1.36,Flying
Feebas,101,53,78,97,53,81,2,Rare,False,Aquapolis,1.97,Water
Incineroar,47,53,20,41,59,19,5,Common,False,XY Base,0.11,Fire
Yamask,78,44,70,58,77,58,8,Uncommon,False,151,0.52,Ghost
Slakoth,38,46,53,37,37,38,5,Common,False,Phantom Forces,0.23,Normal
Sceptile,44,31,26,48,55,30,2,Common,False,Neo Revelation,0.21,Grass
Delibird,69,46,57,55,57,78,4,Uncommon,False,Mysterious Treasures,0.34,Ice
Spinarak,92,46,52,68,72,68,5,Rare,False,Roaring Skies,1.81,Poison
Haxorus,165,99,118,98,124,111,6,Rare Holo GX,True,Sun & Moon,23.23,Dragon
Marshtomp,70,70,70,64,61,58,4,Uncommon,False,Legends Awakened,0.65,Water
Whiscash,76,74,117,104,68,67,1,Rare Holo,False,Base Set 2,21.98,Ground
Duraludon,172,107,72,129,76,105,2,Rare Holo EX,True,Neo Revelation,153.97,Steel
Servine,56,52,53,57,58,36,2,Uncommon,False,Expedition,0.59,Grass
Budew V,39,58,42,57,64,49,3,Common,True,Ruby & Sapphire,0.82,Grass
Cinderace,95,77,56,44,72,61,4,Rare,False,Diamond & Pearl,2.07,Fire
Gyarados,59,40,54,58,47,48,7,Common,False,Rebel Clash,0.18,Water
Quilladin,71,48,62,50,52,79,1,Uncommon,False,Neo Genesis,1.41,Grass
Persian,42,42,57,52,17,49,3,Common,False,Ruby & Sapphire,0.17,Normal
Azumarill,129,53,66,88,57,74,5,Rare,False,Furious Fists,1.07,Water
