name,type,hp,attack,defense,sp_attack,sp_defense,speed,generation,rarity,is_legendary,set_name,price_usd
Gabite,Dragon,36,55,51,32,57,53,1,Common,False,Gym Heroes,0.26
Staraptor GX,Flying,44,31,58,31,39,26,1,Common,True,Base Set,0.67
Pumpkaboo,Ghost,76,54,43,39,62,55,1,Uncommon,False,Neo Genesis,0.33
Tyranitar,Dark,34,41,58,54,57,51,1,Common,False,Neo Genesis,0.59
Zapdos,Electric,63,55,55,32,60,28,1,Uncommon,False,Team Rocket,1.52
Pidgeotto,Normal,30,36,51,48,35,41,1,Common,False,Team Rocket,0.21
Spheal,Water,130,72,79,80,56,98,1,Rare Holo,False,Neo Genesis,6.94
Wurmple,Bug,59,41,57,35,37,56,1,Common,False,Gym Challenge,0.37
Flygon,Dragon,40,39,47,66,60,47,1,Common,False,Neo Genesis,0.32
Jirachi,Psychic,58,33,39,40,63,50,1,Common,False,Neo Genesis,0.23
Vaporeon,Water,111,67,76,93,68,79,1,Rare Holo,True,Gym Challenge,10.21
Shellos,Water,83,50,46,69,51,77,1,Uncommon,False,Neo Genesis,0.29
Boldore,Rock,90,71,79,84,63,83,1,Rare,False,Neo Genesis,1.83
Flareon,Fire,69,86,29,39,34,40,1,Uncommon,False,Base Set,0.14
Lombre,Grass,42,37,54,46,62,34,1,Common,False,Neo Discovery,0.23
Lapras,Water,51,17,54,55,50,43,1,Common,False,Neo Genesis,0.24
Raichu GX,Electric,66,73,90,45,68,51,1,Rare,True,Base Set,2.81
Psyduck,Water,39,52,43,50,38,51,1,Common,False,Neo Discovery,0.12
Empoleon,Water,89,77,75,89,54,86,1,Rare Holo,False,Base Set 2,6.05
Corviknight,Steel,49,62,40,58,20,61,1,Common,False,Jungle,0.68
Mimikyu,Ghost,69,44,56,31,74,54,1,Uncommon,False,Neo Discovery,0.71
Meditite GX,Psychic,191,70,85,101,154,137,1,Rare Ultra,True,Gym Heroes,85.44
Gulpin,Poison,63,57,71,42,50,69,1,Uncommon,False,Neo Discovery,0.69
Houndoom,Dark,62,47,70,46,32,50,1,Uncommon,False,Base Set 2,0.44
Glalie EX,Ice,90,65,73,77,91,57,1,Rare,True,Jungle,2.85
Hitmonlee,Fighting,56,46,81,79,37,47,1,Uncommon,False,Gym Challenge,0.41
Bellsprout,Grass,193,98,99,128,121,111,1,Rare Holo GX,True,Gym Heroes,93.44
Espeon,Psychic,61,57,17,61,83,76,1,Uncommon,False,Neo Discovery,0.61
Mew,Psychic,117,60,61,90,99,80,1,Rare Holo,False,Fossil,4.33
Chansey,Normal,54,49,59,68,52,50,1,Uncommon,False,Gym Challenge,0.79
Rotom,Electric,30,45,47,33,40,32,1,Common,False,Base Set,0.3
Luxray,Electric,93,70,79,66,73,79,1,Rare Holo,False,Jungle,20.63
Dialga,Steel,69,43,48,63,46,75,1,Common,False,Neo Discovery,0.26
Houndoom V,Fire,40,61,56,53,58,29,1,Uncommon,True,Base Set,1.29
Venusaur,Grass,117,58,73,85,95,78,1,Rare Holo,True,Gym Heroes,9.68
Elekid,Electric,68,70,59,63,51,44,1,Uncommon,False,Gym Challenge,0.47
Gurdurr,Fighting,166,73,143,130,66,107,1,Rare Holo GX,True,Jungle,49.42
Zeraora EX,Electric,211,95,109,78,111,92,1,Rare Holo GX,True,Fossil,30.76
Primeape,Fighting,76,52,71,102,45,64,1,Uncommon,False,Team Rocket,0.43
Sableye,Ghost,64,53,65,52,105,85,1,Rare Holo,False,Team Rocket,8.81
Riolu,Fighting,75,46,70,63,36,47,1,Common,False,Gym Challenge,0.26
Abomasnow,Grass,61,45,50,43,54,50,1,Common,False,Team Rocket,0.16
Kingdra,Dragon,55,43,54,39,55,49,1,Common,False,Neo Discovery,0.11
Darumaka,Fire,80,103,48,32,58,36,1,Rare,False,Gym Challenge,2.3
Armaldo,Rock,30,46,71,68,26,49,1,Common,False,Neo Genesis,0.15
Cherrim,Grass,62,43,60,60,51,44,1,Uncommon,False,Jungle,0.56
Zeraora,Electric,48,34,50,41,39,39,1,Common,False,Fossil,0.19
Furret,Normal,113,66,57,79,99,73,1,Rare Holo,False,Fossil,2.5
Teddiursa,Normal,75,51,71,62,72,85,1,Rare,False,Fossil,2.83
Mandibuzz,Dark,93,74,104,76,87,67,1,Rare Holo,False,Gym Challenge,10.55
Bisharp,Dark,30,46,45,54,58,40,1,Common,False,Neo Genesis,0.27
Lickitung,Normal,94,47,61,58,64,59,1,Rare,False,Base Set,0.59
Venonat,Poison,43,54,46,45,49,44,1,Common,True,Team Rocket,0.14
Zygarde,Dragon,52,51,64,55,58,40,1,Common,False,Neo Genesis,0.14
Latios EX,Dragon,37,33,52,43,58,46,1,Common,True,Gym Challenge,0.88
Electrike,Electric,62,35,74,39,79,44,1,Uncommon,False,Base Set 2,0.4
Shaymin,Grass,93,66,74,63,74,58,1,Rare,False,Base Set 2,1.55
Ursaring,Normal,90,64,43,61,74,68,1,Rare,False,Base Set 2,0.57
Altaria,Flying,172,90,98,88,99,80,1,Rare Holo GX,True,Neo Genesis,57.82
Grovyle GX,Grass,185,69,100,121,120,89,1,Rare Holo GX,True,Base Set 2,33.23
Treecko,Grass,42,30,43,54,54,48,1,Common,False,Gym Challenge,0.23
Porygon V,Normal,104,54,57,58,66,86,1,Rare,True,Gym Heroes,2.39
Manectric,Electric,55,42,67,10,21,35,1,Common,False,Gym Heroes,0.22
Hawlucha,Fighting,181,68,148,123,66,89,1,Rare Holo GX,True,Base Set,27.49
Nidoran,Poison,95,44,54,52,59,70,1,Uncommon,False,Gym Challenge,0.25
Exeggutor EX,Psychic,80,45,49,59,74,94,1,Rare,True,Gym Challenge,5.38
Shuppet,Ghost,69,53,40,53,90,64,1,Uncommon,False,Jungle,0.63
Heatran,Fire,40,44,28,49,41,54,1,Common,False,Gym Heroes,0.22
Pinsir,Bug,37,42,47,41,40,31,1,Common,False,Jungle,0.35
Weepinbell,Grass,95,48,60,47,67,59,1,Rare,False,Fossil,2.09
Golbat,Flying,82,65,57,41,59,51,1,Rare,False,Gym Challenge,1.47
Claydol,Psychic,42,29,25,44,68,80,1,Common,False,Base Set,0.12
Abomasnow,Grass,73,41,55,53,57,60,1,Uncommon,False,Gym Heroes,0.48
Combusken,Fire,68,59,32,27,36,30,1,Common,False,Fossil,0.35
Pichu EX,Electric,66,58,47,36,45,61,1,Uncommon,True,Neo Genesis,2.14
Spiritomb EX,Ghost,70,36,47,41,79,62,1,Uncommon,True,Gym Heroes,0.93
Venusaur,Grass,83,58,64,76,70,69,1,Uncommon,True,Fossil,0.42
Poochyena,Dark,65,49,83,53,55,58,1,Uncommon,False,Base Set 2,0.5
Natu,Psychic,40,38,41,50,60,62,1,Common,False,Base Set,0.29
Snorlax,Normal,67,44,56,34,35,42,1,Common,False,Gym Heroes,0.21
Monferno,Fire,96,81,45,47,70,69,1,Rare,False,Gym Challenge,1.38
Gardevoir,Psychic,170,81,46,106,144,129,1,Rare Holo GX,True,Gym Challenge,51.2
Nidoran,Poison,43,37,67,57,89,70,1,Uncommon,False,Gym Challenge,0.83
Hydreigon,Dark,102,59,95,61,63,70,1,Rare,False,Jungle,1.74
Sceptile GX,Grass,174,65,112,99,133,108,1,Rare Holo GX,True,Neo Genesis,87.59
Vaporeon,Water,81,70,81,79,63,97,1,Rare Holo,True,Gym Heroes,16.68
Dusknoir,Ghost,52,54,61,34,96,63,1,Uncommon,False,Jungle,0.75
Marshtomp,Water,59,60,65,82,54,67,1,Rare,False,Gym Heroes,1.52
Sealeo,Water,193,120,100,138,109,150,1,Secret Rare,True,Team Rocket,610.55
Pansage,Grass,99,49,64,48,78,72,1,Rare,False,Gym Heroes,0.74
Mawile,Fairy,59,49,43,36,56,59,1,Common,False,Base Set 2,0.34
Talonflame EX,Fire,80,78,40,46,51,29,1,Uncommon,True,Base Set,1.57
Wigglytuff,Fairy,55,40,26,64,63,75,1,Uncommon,False,Base Set,0.6
Golem,Ground,58,50,77,39,66,62,1,Uncommon,False,Fossil,0.22
Silcoon,Bug,92,61,68,60,43,56,1,Rare,False,Base Set 2,2.71
Nuzleaf,Grass,122,76,74,90,99,61,1,Rare Holo,False,Base Set 2,9.67
Abomasnow,Grass,122,50,54,60,98,64,1,Rare Holo,False,Base Set,4.53
Bonsly,Rock,124,78,67,90,45,59,1,Rare,False,Gym Challenge,2.12
Bayleef,Grass,112,65,89,71,85,70,1,Rare Holo,False,Jungle,5.17
Golbat GX,Poison,94,41,71,56,76,65,1,Rare,True,Jungle,2.97
Nidorina,Poison,44,38,57,46,62,49,1,Common,False,Neo Genesis,0.2
Altaria,Dragon,53,69,75,48,55,50,1,Uncommon,False,Jungle,0.83
Minun,Electric,30,48,34,28,49,28,1,Common,False,Jungle,0.45
Blaziken,Fire,62,82,21,48,46,41,1,Uncommon,False,Team Rocket,0.61
Bronzor,Steel,59,52,64,82,32,66,1,Uncommon,False,Base Set,0.39
Teddiursa,Normal,90,33,66,59,55,70,1,Rare,False,Base Set,3.33
Emolga,Electric,83,33,89,61,70,73,1,Rare Holo,False,Neo Genesis,6.51
Zapdos,Electric,57,49,70,47,27,35,1,Uncommon,False,Base Set,0.77
Lucario,Steel,31,57,54,72,50,75,1,Common,False,Jungle,0.28
Vaporeon,Water,55,62,65,59,40,59,1,Uncommon,True,Neo Discovery,0.48
Tentacruel,Water,74,53,65,76,68,84,1,Rare,False,Base Set,2.09
Flygon,Ground,36,49,60,49,40,47,1,Common,False,Neo Genesis,0.19
Alakazam,Psychic,98,43,44,70,92,72,1,Rare,False,Base Set,1.22
Roselia,Poison,30,41,44,48,48,52,1,Common,False,Gym Heroes,0.32
Hoothoot,Normal,72,62,52,67,65,72,1,Rare,False,Neo Discovery,1.91
Aromatisse,Fairy,39,47,25,56,59,80,1,Common,False,Jungle,0.29
Chikorita,Grass,108,60,75,73,90,63,1,Rare Holo,False,Jungle,4.55
Bellossom,Grass,104,54,74,68,85,82,1,Rare Holo,False,Base Set,9.13
Azumarill,Water,70,60,64,62,15,57,1,Uncommon,False,Gym Challenge,0.41
Nuzleaf,Dark,67,38,70,53,74,46,1,Uncommon,False,Neo Genesis,0.45
Wingull,Flying,30,37,52,38,40,37,1,Common,False,Fossil,0.29
Xatu,Psychic,69,51,32,56,72,71,1,Uncommon,False,Gym Challenge,0.24
Abra,Psychic,84,79,61,81,108,91,1,Rare Holo,False,Neo Genesis,4.96
Bayleef,Grass,37,39,47,50,62,54,1,Common,False,Fossil,0.15
Grimer,Poison,66,46,70,50,62,70,1,Uncommon,False,Gym Challenge,0.61
Linoone,Normal,55,52,45,55,59,52,1,Uncommon,False,Neo Genesis,1.03
Zubat,Poison,90,43,93,60,71,76,1,Rare,False,Fossil,2.75
Combusken,Fire,114,81,61,75,80,60,1,Rare Holo,False,Base Set,2.38
Empoleon,Water,72,79,72,105,54,87,1,Rare Holo,False,Base Set,5.79
Suicune,Water,214,117,126,151,96,142,1,Secret Rare,True,Jungle,787.15
Togepi,Fairy,30,33,41,56,51,49,1,Common,False,Neo Discovery,0.18
Togedemaru,Electric,68,31,58,48,26,41,1,Common,False,Base Set 2,0.35
Flareon,Fire,53,78,55,33,27,48,1,Uncommon,False,Neo Discovery,0.61
Pawniard,Steel,42,60,23,80,51,55,1,Common,False,Fossil,0.34
Gengar,Ghost,64,50,65,60,84,58,1,Uncommon,False,Gym Challenge,0.76
Flygon,Dragon,109,85,87,60,90,80,1,Rare,False,Neo Genesis,2.16
Staravia,Flying,105,43,53,63,63,54,1,Rare,False,Gym Heroes,1.72
Wailord,Water,132,66,40,65,64,79,1,Rare,False,Team Rocket,1.57
Gloom EX,Grass,115,54,47,57,57,29,1,Uncommon,True,Neo Discovery,0.48
Chinchou,Electric,39,38,41,25,36,53,1,Common,False,Gym Challenge,0.42
Elekid,Electric,53,57,63,56,59,47,1,Uncommon,False,Jungle,0.57
Suicune,Water,75,40,61,71,59,58,1,Uncommon,False,Team Rocket,0.54
Exeggcute,Psychic,117,51,55,64,96,74,1,Rare,False,Fossil,1.56
Dratini,Dragon,30,47,72,63,68,40,1,Common,False,Neo Genesis,0.32
Boltund,Electric,75,61,67,45,49,48,1,Uncommon,False,Gym Heroes,0.74
Buizel,Water,50,41,37,57,43,63,1,Common,False,Gym Heroes,0.34
Toxicroak,Poison,74,42,73,48,46,59,1,Uncommon,False,Neo Genesis,0.35
Haxorus,Dragon,49,50,49,59,83,49,1,Common,False,Gym Heroes,0.35
Purrloin,Dark,79,51,70,41,55,52,1,Uncommon,False,Jungle,1.34
Hoopa GX,Ghost,168,77,101,84,130,100,1,Rare Holo EX,True,Neo Genesis,111.0
Hariyama,Fighting,105,50,84,65,29,35,1,Uncommon,False,Base Set,0.45
Pidgey,Normal,67,51,63,54,42,55,1,Uncommon,False,Gym Challenge,0.64
Makuhita EX,Fighting,97,45,82,63,62,70,1,Rare,True,Gym Challenge,2.43
Ariados,Bug,90,65,89,69,57,68,1,Rare Holo,False,Neo Genesis,7.82
Spoink GX,Psychic,61,38,57,36,70,54,1,Common,True,Team Rocket,0.57
Skuntank,Poison,38,46,48,56,39,59,1,Uncommon,False,Jungle,0.5
Wingull,Water,38,33,48,42,35,45,1,Common,False,Base Set 2,0.27
Spoink,Psychic,37,37,30,42,68,70,1,Common,False,Neo Discovery,0.09
Pidgeotto,Normal,36,62,38,44,50,39,1,Common,False,Neo Genesis,0.38
Medicham EX,Fighting,112,61,100,83,49,64,1,Rare,True,Jungle,1.74
Fletchinder,Fire,90,101,65,48,73,59,1,Rare Holo,False,Jungle,3.91
Spoink,Psychic,59,56,38,52,72,57,1,Common,False,Jungle,0.2
Persian,Normal,68,46,39,60,70,45,1,Uncommon,False,Fossil,1.14
Slowpoke,Water,112,75,78,83,72,82,1,Rare Holo,False,Jungle,4.57
Hitmonchan,Fighting,59,27,45,47,39,47,1,Common,False,Neo Genesis,0.43
Ludicolo,Grass,42,43,54,53,38,66,1,Common,False,Base Set,0.3
Xerneas,Fairy,30,32,27,50,48,66,1,Common,False,Fossil,0.44
Xatu,Psychic,66,34,39,76,89,84,1,Rare,False,Base Set 2,2.51
Serperior V,Grass,62,45,42,60,53,36,1,Common,True,Gym Challenge,1.63
Aggron,Rock,37,63,58,65,31,49,1,Common,False,Jungle,0.46
Tentacruel,Water,59,45,46,45,39,66,1,Common,False,Base Set,0.23
Mr. Mime,Fairy,84,48,39,62,77,64,1,Uncommon,False,Gym Heroes,0.42
Wailord,Water,94,79,61,92,46,82,1,Rare Holo,False,Team Rocket,6.95
Croconaw,Water,69,38,60,79,43,46,1,Uncommon,False,Gym Heroes,1.06
Cyndaquil,Fire,60,69,41,42,51,44,1,Uncommon,False,Fossil,1.03
Venonat,Bug,52,45,42,43,54,41,1,Common,True,Gym Heroes,0.37
Jynx,Ice,76,54,48,71,66,49,1,Uncommon,False,Team Rocket,0.79
Gothita,Psychic,93,52,45,61,107,92,1,Rare Holo,False,Base Set 2,3.17
Hitmonlee GX,Fighting,66,30,69,52,28,46,1,Common,True,Gym Heroes,0.53
Budew,Grass,73,51,41,60,71,56,1,Uncommon,False,Gym Heroes,0.37
Victini,Psychic,78,33,35,37,64,72,1,Common,True,Neo Discovery,0.45
Donphan,Ground,30,36,67,59,43,18,1,Common,False,Team Rocket,0.18
Marill,Water,43,33,47,62,46,53,1,Common,False,Team Rocket,0.67
Exeggutor,Psychic,79,35,39,43,75,71,1,Uncommon,False,Team Rocket,0.71
Kirlia,Psychic,67,42,40,50,71,79,1,Uncommon,False,Neo Genesis,0.51
Pupitar,Rock,76,70,77,67,56,71,1,Rare,False,Gym Challenge,2.2
Polteageist,Ghost,98,52,49,55,67,48,1,Uncommon,False,Base Set 2,0.57
Walrein,Ice,49,48,65,69,64,73,1,Uncommon,False,Gym Heroes,0.34
Weavile,Ice,83,59,61,54,43,46,1,Uncommon,False,Fossil,0.28
Hariyama,Fighting,30,60,72,52,38,36,1,Common,False,Fossil,0.44
Spinarak EX,Bug,184,80,107,117,112,124,1,Rare Ultra,True,Jungle,128.4
Sableye,Dark,59,43,61,44,35,45,1,Common,False,Fossil,0.4
Zapdos,Electric,40,47,55,41,55,46,1,Common,False,Neo Genesis,0.09
Kadabra,Psychic,40,25,15,38,66,46,1,Common,False,Base Set,0.22
Darkrai EX,Dark,35,21,61,70,49,47,1,Common,True,Base Set,0.42
Zweilous,Dark,76,61,57,66,90,60,1,Rare,False,Team Rocket,1.6
Hariyama,Fighting,59,62,75,55,29,19,1,Common,False,Gym Heroes,0.15
Doduo,Flying,52,63,55,50,61,44,1,Uncommon,False,Base Set 2,1.5
Feebas,Water,87,72,82,74,56,78,1,Rare Holo,False,Jungle,9.07
Riolu,Fighting,41,42,66,54,46,65,1,Common,False,Team Rocket,0.15
Sableye,Ghost,66,29,37,37,61,53,1,Common,False,Jungle,0.23
Servine,Grass,30,11,26,36,53,40,1,Common,False,Neo Genesis,0.15
Vullaby,Dark,92,64,68,55,52,60,1,Rare,True,Fossil,2.05
Medicham,Fighting,44,16,60,50,49,48,1,Common,False,Team Rocket,0.3
Aron,Steel,161,96,96,126,78,119,1,Rare Holo EX,True,Gym Challenge,78.77
Alakazam,Psychic,40,51,43,72,49,54,1,Common,False,Neo Discovery,0.16
Vibrava,Ground,60,70,68,78,59,45,1,Uncommon,True,Team Rocket,0.91
Machamp,Fighting,31,47,59,70,31,45,1,Common,False,Neo Discovery,0.42
Tyrogue,Fighting,74,53,70,66,52,71,1,Uncommon,False,Fossil,0.55
Kadabra,Psychic,51,33,27,48,80,80,1,Uncommon,False,Jungle,0.32
Gardevoir,Fairy,51,48,31,42,51,64,1,Common,False,Neo Discovery,0.13
Silcoon,Bug,83,52,56,67,52,63,1,Rare,False,Team Rocket,2.3
Bellsprout,Grass,69,40,35,31,70,55,1,Common,False,Fossil,0.66
Vaporeon,Water,61,48,51,74,18,54,1,Common,True,Gym Heroes,0.9
Rapidash,Fire,54,66,32,37,35,42,1,Common,False,Gym Challenge,0.19
Bellsprout V,Grass,54,66,59,53,63,72,1,Uncommon,True,Team Rocket,0.7
Feraligatr,Water,33,55,34,58,44,22,1,Common,False,Base Set 2,0.13
Xatu V,Psychic,123,44,19,64,66,67,1,Uncommon,True,Base Set,1.49
Tentacruel,Water,77,43,55,54,65,67,1,Uncommon,False,Neo Genesis,0.33
Tepig,Fire,110,107,64,57,73,79,1,Rare Holo,False,Base Set,5.4
Alakazam,Psychic,95,45,50,62,110,79,1,Rare,False,Neo Discovery,1.56
Tentacruel,Poison,91,59,81,73,89,80,1,Rare Holo,False,Fossil,6.65
Dragapult,Dragon,75,57,57,50,56,52,1,Common,False,Base Set,0.28
Doduo,Flying,73,55,35,48,43,60,1,Uncommon,False,Base Set,0.53
Cherubi,Grass,143,71,96,101,121,94,1,Rare Holo EX,False,Base Set 2,82.31
Dedenne,Fairy,74,45,55,73,83,92,1,Uncommon,False,Gym Challenge,0.85
Sceptile,Grass,68,40,54,56,44,27,1,Common,False,Neo Discovery,0.33
Togekiss,Fairy,44,52,29,52,56,77,1,Common,False,Neo Genesis,0.16
Clobbopus,Fighting,68,47,65,52,21,35,1,Common,False,Neo Genesis,0.18
Duraludon,Steel,81,64,47,94,54,74,1,Uncommon,False,Fossil,0.74
Exeggutor,Psychic,54,46,55,57,80,105,1,Rare,False,Neo Discovery,2.28
Donphan,Ground,101,56,77,68,66,68,1,Rare,False,Base Set,1.32
Piloswine,Ground,106,92,102,84,63,84,1,Rare Holo,False,Base Set 2,5.33
Cryogonal,Ice,102,60,74,89,99,87,1,Rare Holo,False,Neo Discovery,7.68
Emolga,Electric,45,57,64,39,48,49,1,Uncommon,False,Gym Heroes,0.47
Combusken,Fire,63,65,37,34,55,53,1,Uncommon,False,Base Set,0.71
Cyndaquil,Fire,56,67,35,43,56,27,1,Common,False,Fossil,0.48
Tyranitar,Rock,65,50,58,65,42,39,1,Common,False,Neo Genesis,0.16
Delibird,Ice,69,71,46,60,74,68,1,Uncommon,False,Neo Discovery,0.34
Rotom,Electric,53,34,57,35,40,49,1,Common,False,Fossil,0.32
Houndour,Dark,45,38,38,40,43,46,1,Common,False,Gym Challenge,0.26
Liepard,Dark,49,52,56,43,43,41,1,Common,False,Neo Genesis,0.61
Flareon EX,Fire,93,76,50,51,51,59,1,Rare,True,Neo Genesis,2.39
Prinplup,Water,48,37,48,39,35,46,1,Common,False,Jungle,0.35
Nosepass,Rock,72,42,66,79,26,35,1,Common,False,Neo Discovery,0.13
Shinx,Electric,68,50,49,35,54,35,1,Common,False,Neo Discovery,0.23
Altaria,Dragon,69,72,56,35,72,58,1,Common,False,Fossil,0.17
Ludicolo,Grass,98,46,47,82,77,58,1,Rare,False,Fossil,0.8
Wailmer,Water,96,66,48,68,52,67,1,Uncommon,False,Jungle,1.21
Joltik,Electric,40,19,43,25,42,60,1,Common,False,Fossil,0.26
Giratina,Dragon,81,50,75,51,67,65,1,Uncommon,False,Gym Heroes,0.33
Ludicolo,Water,49,45,57,57,29,72,1,Common,False,Gym Challenge,0.16
Vaporeon EX,Water,44,40,51,53,61,70,1,Uncommon,True,Gym Challenge,3.3
Snorlax,Normal,78,44,38,54,46,40,1,Common,False,Team Rocket,0.12
Yamper,Electric,47,58,40,17,27,31,1,Common,False,Fossil,0.32
Lombre,Water,80,61,38,74,65,70,1,Rare,False,Base Set,1.72
Latias,Dragon,46,40,73,59,53,54,1,Common,False,Base Set 2,0.34
Drowzee,Psychic,71,54,43,40,61,47,1,Common,False,Fossil,0.47
Lapras,Water,101,55,47,82,64,93,1,Rare,False,Fossil,1.05
Golem,Ground,106,88,105,78,70,78,1,Rare Holo,False,Neo Genesis,4.02
Exeggcute,Grass,115,51,76,71,90,79,1,Rare Holo,False,Jungle,5.19
Vulpix,Fire,81,75,66,46,54,58,1,Rare,True,Jungle,2.39
Misdreavus,Ghost,32,47,63,41,81,50,1,Uncommon,False,Gym Challenge,0.65
Helioptile,Electric,56,53,56,48,31,35,1,Common,False,Team Rocket,0.2
Croconaw,Water,80,63,69,76,63,83,1,Rare,False,Fossil,4.53
Manectric,Electric,176,97,127,60,88,86,1,Rare Holo GX,True,Gym Challenge,19.24
Kingdra,Dragon,30,47,81,34,40,35,1,Common,False,Jungle,0.38
Grotle,Grass,77,60,47,64,69,68,1,Uncommon,False,Gym Challenge,0.16
Beldum,Steel,30,43,34,66,45,57,1,Common,False,Base Set,0.36
Sylveon EX,Fairy,80,50,53,87,76,83,1,Rare,True,Gym Heroes,7.87
Victreebel,Poison,37,51,53,56,49,48,1,Common,True,Neo Discovery,0.42
Clefable,Fairy,77,49,45,69,50,63,1,Uncommon,False,Fossil,1.2
Lumineon,Water,65,37,31,48,29,60,1,Common,False,Neo Genesis,0.23
Rhydon,Rock,118,63,50,76,35,71,1,Rare,False,Fossil,1.39
Ekans,Poison,61,54,56,72,77,61,1,Rare,False,Team Rocket,1.22
Nidoking,Poison,32,44,42,41,45,62,1,Common,False,Neo Genesis,0.17
Yveltal,Dark,67,59,53,62,51,49,1,Uncommon,False,Base Set 2,0.61
Spoink,Psychic,57,45,25,42,67,66,1,Common,False,Gym Heroes,0.09
Lanturn,Electric,59,44,49,38,65,35,1,Uncommon,False,Jungle,0.2
Linoone,Normal,36,57,40,51,53,38,1,Common,False,Neo Genesis,0.17
Arcanine,Fire,71,98,71,57,55,52,1,Rare,False,Gym Challenge,1.05
Totodile,Water,56,41,53,66,42,51,1,Common,False,Team Rocket,0.25
Pelipper V,Flying,75,51,54,43,73,19,1,Uncommon,True,Gym Heroes,0.75
Claydol,Psychic,62,40,48,48,67,89,1,Uncommon,False,Team Rocket,0.65
Ariados,Bug,65,29,61,43,32,46,1,Uncommon,False,Neo Genesis,0.1
Carbink EX,Fairy,33,51,38,48,46,76,1,Common,True,Gym Heroes,0.49
Victini,Psychic,55,30,31,39,75,31,1,Common,True,Jungle,0.52
Shuppet,Ghost,51,14,32,45,75,38,1,Common,False,Neo Genesis,0.19
Mightyena,Dark,39,46,57,57,62,55,1,Common,False,Neo Discovery,0.36
Slurpuff,Fairy,89,69,58,57,98,91,1,Rare,False,Gym Challenge,1.87
Beedrill EX,Bug,30,36,53,44,33,24,1,Common,True,Base Set 2,0.37
Braixen,Fire,80,63,40,34,50,45,1,Uncommon,False,Team Rocket,0.41
Kyogre,Water,61,43,62,78,49,64,1,Uncommon,False,Neo Discovery,0.24
Umbreon,Dark,104,74,84,64,83,66,1,Rare Holo,False,Neo Discovery,15.4
Swinub,Ground,68,62,80,59,56,26,1,Uncommon,False,Fossil,0.43
Fennekin,Fire,64,99,57,45,52,46,1,Rare,False,Neo Genesis,1.63
Sealeo EX,Ice,51,45,35,42,39,47,1,Common,True,Base Set,0.32
Bellossom,Grass,30,47,46,41,49,58,1,Common,False,Gym Challenge,0.39
Ralts,Psychic,67,53,30,51,90,48,1,Uncommon,False,Neo Genesis,1.08
Slaking,Normal,45,30,28,33,47,39,1,Common,False,Team Rocket,0.14
Flaaffy,Electric,64,65,82,54,57,54,1,Rare,False,Base Set 2,2.29
Rapidash,Fire,107,125,53,38,68,48,1,Rare Holo,False,Base Set 2,2.76
Torracat,Fire,35,65,34,33,53,32,1,Common,False,Neo Discovery,0.2
Mr. Mime,Fairy,54,49,28,66,65,58,1,Common,False,Base Set,0.19
Noctowl,Normal,91,63,86,60,62,54,1,Rare,False,Base Set 2,0.83
Raichu,Electric,33,40,41,19,52,35,1,Common,False,Fossil,0.31
Boltund,Electric,30,33,60,40,67,30,1,Common,False,Neo Genesis,0.11
Quilladin,Grass,61,50,49,53,60,39,1,Uncommon,False,Jungle,0.4
Slowpoke,Psychic,30,20,34,39,84,78,1,Common,False,Gym Heroes,0.32
Feraligatr,Water,34,30,44,53,35,59,1,Common,False,Fossil,0.16
Entei,Fire,196,153,88,101,94,106,1,Rare Ultra,True,Gym Challenge,136.32
Farfetchd EX,Normal,30,33,21,57,30,51,1,Common,True,Team Rocket,0.8
Swinub,Ground,51,72,68,60,46,49,1,Common,False,Gym Challenge,0.72
Cranidos,Rock,93,80,86,106,60,76,1,Rare,False,Neo Genesis,1.11
Parasect,Bug,69,44,76,69,31,34,1,Uncommon,False,Jungle,1.0
Timburr,Fighting,59,37,59,47,23,44,1,Common,False,Team Rocket,0.11
Anorith,Bug,58,40,47,35,34,37,1,Common,False,Gym Challenge,0.17
Hitmonlee,Fighting,179,106,135,111,72,94,1,Rare Holo GX,True,Fossil,68.96
Luxio,Electric,93,49,81,41,42,42,1,Rare,False,Jungle,0.24
Infernape,Fire,51,62,39,43,49,54,1,Common,False,Neo Genesis,0.2
Slugma,Fire,63,81,60,51,36,58,1,Uncommon,False,Fossil,0.74
Ludicolo GX,Grass,80,74,58,69,71,63,1,Rare Holo,True,Neo Genesis,6.26
Lucario,Steel,90,50,56,67,44,56,1,Common,False,Base Set 2,0.29
Porygon2 EX,Normal,101,67,71,70,91,69,1,Rare Holo,True,Fossil,10.21
Hakamo-o,Dragon,94,80,99,50,70,83,1,Rare,False,Fossil,1.19
Walrein,Water,61,42,38,42,34,40,1,Common,False,Base Set,0.63
Swinub,Ground,104,80,77,74,63,57,1,Rare,False,Neo Genesis,1.57
Braixen GX,Fire,169,99,83,65,80,79,1,Rare Holo EX,True,Neo Genesis,62.26
Sealeo,Water,96,66,85,49,53,89,1,Rare,False,Fossil,2.22
Sawk,Fighting,114,63,101,104,50,70,1,Rare Holo,False,Jungle,5.71
Slaking GX,Normal,109,56,72,57,54,55,1,Rare,True,Team Rocket,1.44
Cascoon,Bug,98,34,73,74,49,68,1,Rare,False,Team Rocket,0.93
Deino,Dark,65,41,85,59,44,69,1,Uncommon,False,Base Set 2,0.71
Doduo,Normal,36,52,57,53,65,50,1,Common,False,Jungle,0.24
Mankey,Fighting,120,72,85,89,43,63,1,Rare,False,Jungle,4.37
